Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Uncertainty Range Category,Variable Unit,Value,Conversion Value,portfolio
Wind,Wind turbine,Electricity,Megawatts,MW,2030,147.27272727272728,Land,Land Consumed,Low,acres,0.8,117.81818181818183,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2031,171.8181818181818,Land,Land Consumed,Low,acres,0.8,137.45454545454547,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2032,196.36363636363637,Land,Land Consumed,Low,acres,0.8,157.09090909090912,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2033,220.90909090909093,Land,Land Consumed,Low,acres,0.8,176.72727272727275,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2034,245.4545454545455,Land,Land Consumed,Low,acres,0.8,196.3636363636364,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2035,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2036,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2037,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2038,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2039,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2040,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2041,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2042,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2043,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2044,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2045,270,Land,Land Consumed,Low,acres,0.8,216,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2025,1209.090909090909,Land,Land Impacted,Low,acres,3.4999999999999996,4231.818181818181,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2026,2418.181818181818,Land,Land Impacted,Low,acres,3.4999999999999996,8463.636363636362,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2027,3627.272727272727,Land,Land Impacted,Low,acres,3.4999999999999996,12695.454545454542,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2028,4836.363636363636,Land,Land Impacted,Low,acres,3.4999999999999996,16927.272727272724,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2029,6045.454545454545,Land,Land Impacted,Low,acres,3.4999999999999996,21159.090909090904,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2030,7254.545454545454,Land,Land Impacted,Low,acres,3.4999999999999996,25390.909090909085,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2031,8463.636363636364,Land,Land Impacted,Low,acres,3.4999999999999996,29622.72727272727,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2032,9672.727272727272,Land,Land Impacted,Low,acres,3.4999999999999996,33854.54545454545,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2033,10881.81818181818,Land,Land Impacted,Low,acres,3.4999999999999996,38086.363636363625,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2034,12090.909090909088,Land,Land Impacted,Low,acres,3.4999999999999996,42318.1818181818,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2035,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2036,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2037,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2038,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2039,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2040,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2041,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2042,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2043,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2044,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2045,13300,Land,Land Impacted,Low,acres,3.4999999999999996,46549.99999999999,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,17590.909090909092,Land,Land Impacted,Low,acres,0.0683,1201.459090909091,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,35181.818181818184,Land,Land Impacted,Low,acres,0.0683,2402.918181818182,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,52772.72727272728,Land,Land Impacted,Low,acres,0.0683,3604.377272727273,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,70363.63636363637,Land,Land Impacted,Low,acres,0.0683,4805.836363636364,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,87954.54545454546,Land,Land Impacted,Low,acres,0.0683,6007.295454545455,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,105545.45454545454,Land,Land Impacted,Low,acres,0.0683,7208.754545454545,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,123136.36363636363,Land,Land Impacted,Low,acres,0.0683,8410.213636363636,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,140727.27272727274,Land,Land Impacted,Low,acres,0.0683,9611.672727272728,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,158318.18181818182,Land,Land Impacted,Low,acres,0.0683,10813.131818181819,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,175909.0909090909,Land,Land Impacted,Low,acres,0.0683,12014.59090909091,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,193500,Land,Land Impacted,Low,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2025,24.545454545454547,Land,Land Impacted,Low,acres,24,589.0909090909091,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2026,49.09090909090909,Land,Land Impacted,Low,acres,24,1178.1818181818182,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2027,73.63636363636364,Land,Land Impacted,Low,acres,24,1767.2727272727275,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2028,98.18181818181819,Land,Land Impacted,Low,acres,24,2356.3636363636365,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2029,122.72727272727273,Land,Land Impacted,Low,acres,24,2945.4545454545455,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2030,147.27272727272728,Land,Land Impacted,Low,acres,24,3534.545454545455,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2031,171.8181818181818,Land,Land Impacted,Low,acres,24,4123.636363636364,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2032,196.36363636363637,Land,Land Impacted,Low,acres,24,4712.727272727273,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2033,220.90909090909093,Land,Land Impacted,Low,acres,24,5301.818181818182,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2034,245.4545454545455,Land,Land Impacted,Low,acres,24,5890.909090909092,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2035,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2036,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2037,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2038,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2039,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2040,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2041,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2042,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2043,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2044,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2045,270,Land,Land Impacted,Low,acres,24,6480,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2025,1209.090909090909,Land,Land Consumed,Nominal,acres,3.5,4231.818181818182,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2026,2418.181818181818,Land,Land Consumed,Nominal,acres,3.5,8463.636363636364,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2027,3627.272727272727,Land,Land Consumed,Nominal,acres,3.5,12695.454545454544,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2028,4836.363636363636,Land,Land Consumed,Nominal,acres,3.5,16927.272727272728,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2029,6045.454545454545,Land,Land Consumed,Nominal,acres,3.5,21159.090909090908,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2030,7254.545454545454,Land,Land Consumed,Nominal,acres,3.5,25390.90909090909,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2031,8463.636363636364,Land,Land Consumed,Nominal,acres,3.5,29622.727272727272,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2032,9672.727272727272,Land,Land Consumed,Nominal,acres,3.5,33854.545454545456,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2033,10881.81818181818,Land,Land Consumed,Nominal,acres,3.5,38086.36363636363,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2034,12090.909090909088,Land,Land Consumed,Nominal,acres,3.5,42318.18181818181,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2035,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2036,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2037,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2038,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2039,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2040,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2041,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2042,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2043,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2044,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2045,13300,Land,Land Consumed,Nominal,acres,3.5,46550,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,17590.909090909092,Land,Land Consumed,Nominal,acres,0.0683,1201.459090909091,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,35181.818181818184,Land,Land Consumed,Nominal,acres,0.0683,2402.918181818182,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,52772.72727272728,Land,Land Consumed,Nominal,acres,0.0683,3604.377272727273,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,70363.63636363637,Land,Land Consumed,Nominal,acres,0.0683,4805.836363636364,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,87954.54545454546,Land,Land Consumed,Nominal,acres,0.0683,6007.295454545455,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,105545.45454545454,Land,Land Consumed,Nominal,acres,0.0683,7208.754545454545,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,123136.36363636363,Land,Land Consumed,Nominal,acres,0.0683,8410.213636363636,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,140727.27272727274,Land,Land Consumed,Nominal,acres,0.0683,9611.672727272728,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,158318.18181818182,Land,Land Consumed,Nominal,acres,0.0683,10813.131818181819,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,175909.0909090909,Land,Land Consumed,Nominal,acres,0.0683,12014.59090909091,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,193500,Land,Land Consumed,Nominal,acres,0.0683,13216.05,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2025,24.545454545454547,Land,Land Consumed,Nominal,acres,2.5,61.36363636363637,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2026,49.09090909090909,Land,Land Consumed,Nominal,acres,2.5,122.72727272727273,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2027,73.63636363636364,Land,Land Consumed,Nominal,acres,2.5,184.0909090909091,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2028,98.18181818181819,Land,Land Consumed,Nominal,acres,2.5,245.45454545454547,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2029,122.72727272727273,Land,Land Consumed,Nominal,acres,2.5,306.8181818181818,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2030,147.27272727272728,Land,Land Consumed,Nominal,acres,2.5,368.1818181818182,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2031,171.8181818181818,Land,Land Consumed,Nominal,acres,2.5,429.5454545454545,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2032,196.36363636363637,Land,Land Consumed,Nominal,acres,2.5,490.90909090909093,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2033,220.90909090909093,Land,Land Consumed,Nominal,acres,2.5,552.2727272727274,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2034,245.4545454545455,Land,Land Consumed,Nominal,acres,2.5,613.6363636363637,Portfolio - Current Projects 1.29.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2035,270,Land,Land Consumed,Nominal,acres,2.5,675,Portfolio - Current Projects 1.29.2024
