Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Uncertainty Range Category,Variable Unit,Value,Conversion Value,portfolio
Solar,PV,Electricity,Megawatts,MW,2039,19000,Land,Land Consumed,High,acres,4.2,79800,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2040,20266.666666666668,Land,Land Consumed,High,acres,4.2,85120.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2041,21533.333333333336,Land,Land Consumed,High,acres,4.2,90440.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2042,22800.000000000004,Land,Land Consumed,High,acres,4.2,95760.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2043,24066.66666666667,Land,Land Consumed,High,acres,4.2,101080.00000000003,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2044,25333.33333333334,Land,Land Consumed,High,acres,4.2,106400.00000000003,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2045,26600,Land,Land Consumed,High,acres,4.2,111720,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Consumed,High,acres,0.08196,1209.8857142857144,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Consumed,High,acres,0.08196,2419.7714285714287,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Consumed,High,acres,0.08196,3629.657142857143,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Consumed,High,acres,0.08196,4839.542857142857,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Consumed,High,acres,0.08196,6049.428571428572,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Consumed,High,acres,0.08196,7259.314285714286,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Consumed,High,acres,0.08196,8469.2,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Consumed,High,acres,0.08196,9679.085714285715,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Consumed,High,acres,0.08196,10888.971428571427,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Consumed,High,acres,0.08196,12098.857142857143,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Consumed,High,acres,0.08196,13308.742857142857,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Consumed,High,acres,0.08196,14518.628571428571,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Consumed,High,acres,0.08196,15728.514285714286,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Consumed,High,acres,0.08196,16938.4,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Consumed,High,acres,0.08196,18148.285714285714,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Consumed,High,acres,0.08196,19358.17142857143,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Consumed,High,acres,0.08196,20568.057142857142,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Consumed,High,acres,0.08196,21777.942857142854,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Consumed,High,acres,0.08196,22987.828571428567,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Consumed,High,acres,0.08196,24197.71428571428,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Consumed,High,acres,0.08196,25407.600000000002,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2025,26.19047619047619,Land,Land Consumed,High,acres,4.2,110,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2026,52.38095238095238,Land,Land Consumed,High,acres,4.2,220,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2027,78.57142857142857,Land,Land Consumed,High,acres,4.2,330,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2028,104.76190476190476,Land,Land Consumed,High,acres,4.2,440,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2029,130.95238095238096,Land,Land Consumed,High,acres,4.2,550.0000000000001,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2030,157.14285714285717,Land,Land Consumed,High,acres,4.2,660.0000000000001,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2031,183.33333333333337,Land,Land Consumed,High,acres,4.2,770.0000000000002,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2032,209.52380952380958,Land,Land Consumed,High,acres,4.2,880.0000000000002,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2033,235.71428571428578,Land,Land Consumed,High,acres,4.2,990.0000000000003,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2034,261.904761904762,Land,Land Consumed,High,acres,4.2,1100.0000000000005,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2035,288.0952380952382,Land,Land Consumed,High,acres,4.2,1210.0000000000005,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2036,314.2857142857144,Land,Land Consumed,High,acres,4.2,1320.0000000000005,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2037,340.4761904761906,Land,Land Consumed,High,acres,4.2,1430.0000000000005,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2038,366.6666666666668,Land,Land Consumed,High,acres,4.2,1540.0000000000007,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2039,392.857142857143,Land,Land Consumed,High,acres,4.2,1650.0000000000007,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2040,419.0476190476192,Land,Land Consumed,High,acres,4.2,1760.0000000000007,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2041,445.2380952380954,Land,Land Consumed,High,acres,4.2,1870.000000000001,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2042,471.4285714285716,Land,Land Consumed,High,acres,4.2,1980.000000000001,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2043,497.6190476190478,Land,Land Consumed,High,acres,4.2,2090.000000000001,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2044,523.809523809524,Land,Land Consumed,High,acres,4.2,2200.000000000001,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2045,550,Land,Land Consumed,High,acres,4.2,2310,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2025,1266.6666666666667,Land,Land Impacted,High,acres,5.25,6650,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2026,2533.3333333333335,Land,Land Impacted,High,acres,5.25,13300,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2027,3800,Land,Land Impacted,High,acres,5.25,19950,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2028,5066.666666666667,Land,Land Impacted,High,acres,5.25,26600,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2029,6333.333333333334,Land,Land Impacted,High,acres,5.25,33250,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2030,7600.000000000001,Land,Land Impacted,High,acres,5.25,39900.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2031,8866.666666666668,Land,Land Impacted,High,acres,5.25,46550.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2032,10133.333333333334,Land,Land Impacted,High,acres,5.25,53200,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2033,11400,Land,Land Impacted,High,acres,5.25,59850,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2034,12666.666666666666,Land,Land Impacted,High,acres,5.25,66500,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2035,13933.333333333332,Land,Land Impacted,High,acres,5.25,73150,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2036,15199.999999999998,Land,Land Impacted,High,acres,5.25,79799.99999999999,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2037,16466.666666666664,Land,Land Impacted,High,acres,5.25,86449.99999999999,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2038,17733.333333333332,Land,Land Impacted,High,acres,5.25,93100,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2039,19000,Land,Land Impacted,High,acres,5.25,99750,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2040,20266.666666666668,Land,Land Impacted,High,acres,5.25,106400,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2041,21533.333333333336,Land,Land Impacted,High,acres,5.25,113050.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2042,22800.000000000004,Land,Land Impacted,High,acres,5.25,119700.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2043,24066.66666666667,Land,Land Impacted,High,acres,5.25,126350.00000000003,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2044,25333.33333333334,Land,Land Impacted,High,acres,5.25,133000.00000000003,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2045,26600,Land,Land Impacted,High,acres,5.25,139650,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Impacted,High,acres,0.10245,1512.357142857143,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Impacted,High,acres,0.10245,3024.714285714286,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Impacted,High,acres,0.10245,4537.071428571428,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Impacted,High,acres,0.10245,6049.428571428572,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Impacted,High,acres,0.10245,7561.785714285714,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Impacted,High,acres,0.10245,9074.142857142857,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Impacted,High,acres,0.10245,10586.5,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Impacted,High,acres,0.10245,12098.857142857143,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Impacted,High,acres,0.10245,13611.214285714284,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Impacted,High,acres,0.10245,15123.571428571428,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Impacted,High,acres,0.10245,16635.92857142857,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Impacted,High,acres,0.10245,18148.285714285714,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Impacted,High,acres,0.10245,19660.642857142855,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Impacted,High,acres,0.10245,21173,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Impacted,High,acres,0.10245,22685.35714285714,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Impacted,High,acres,0.10245,24197.714285714286,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Impacted,High,acres,0.10245,25710.071428571428,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Impacted,High,acres,0.10245,27222.42857142857,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Impacted,High,acres,0.10245,28734.785714285706,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Impacted,High,acres,0.10245,30247.142857142848,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Impacted,High,acres,0.10245,31759.5,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2025,26.19047619047619,Land,Land Impacted,High,acres,123,3221.4285714285716,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2026,52.38095238095238,Land,Land Impacted,High,acres,123,6442.857142857143,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2027,78.57142857142857,Land,Land Impacted,High,acres,123,9664.285714285714,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2028,104.76190476190476,Land,Land Impacted,High,acres,123,12885.714285714286,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2029,130.95238095238096,Land,Land Impacted,High,acres,123,16107.142857142859,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2030,157.14285714285717,Land,Land Impacted,High,acres,123,19328.57142857143,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2031,183.33333333333337,Land,Land Impacted,High,acres,123,22550.000000000004,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2032,209.52380952380958,Land,Land Impacted,High,acres,123,25771.428571428576,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2033,235.71428571428578,Land,Land Impacted,High,acres,123,28992.857142857152,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2034,261.904761904762,Land,Land Impacted,High,acres,123,32214.285714285725,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2035,288.0952380952382,Land,Land Impacted,High,acres,123,35435.7142857143,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2036,314.2857142857144,Land,Land Impacted,High,acres,123,38657.14285714287,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2037,340.4761904761906,Land,Land Impacted,High,acres,123,41878.57142857144,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2038,366.6666666666668,Land,Land Impacted,High,acres,123,45100.000000000015,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2039,392.857142857143,Land,Land Impacted,High,acres,123,48321.42857142859,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2040,419.0476190476192,Land,Land Impacted,High,acres,123,51542.85714285716,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2041,445.2380952380954,Land,Land Impacted,High,acres,123,54764.28571428574,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2042,471.4285714285716,Land,Land Impacted,High,acres,123,57985.71428571431,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2043,497.6190476190478,Land,Land Impacted,High,acres,123,61207.142857142884,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2044,523.809523809524,Land,Land Impacted,High,acres,123,64428.57142857145,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2045,550,Land,Land Impacted,High,acres,123,67650,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2025,1266.6666666666667,Land,Land Consumed,Low,acres,2.8,3546.6666666666665,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2026,2533.3333333333335,Land,Land Consumed,Low,acres,2.8,7093.333333333333,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2027,3800,Land,Land Consumed,Low,acres,2.8,10640,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2028,5066.666666666667,Land,Land Consumed,Low,acres,2.8,14186.666666666666,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2029,6333.333333333334,Land,Land Consumed,Low,acres,2.8,17733.333333333332,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2030,7600.000000000001,Land,Land Consumed,Low,acres,2.8,21280,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2031,8866.666666666668,Land,Land Consumed,Low,acres,2.8,24826.666666666668,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2032,10133.333333333334,Land,Land Consumed,Low,acres,2.8,28373.333333333332,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2033,11400,Land,Land Consumed,Low,acres,2.8,31919.999999999996,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2034,12666.666666666666,Land,Land Consumed,Low,acres,2.8,35466.666666666664,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2035,13933.333333333332,Land,Land Consumed,Low,acres,2.8,39013.33333333333,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2036,15199.999999999998,Land,Land Consumed,Low,acres,2.8,42559.99999999999,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2037,16466.666666666664,Land,Land Consumed,Low,acres,2.8,46106.66666666666,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2038,17733.333333333332,Land,Land Consumed,Low,acres,2.8,49653.33333333333,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2039,19000,Land,Land Consumed,Low,acres,2.8,53200,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2040,20266.666666666668,Land,Land Consumed,Low,acres,2.8,56746.666666666664,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2041,21533.333333333336,Land,Land Consumed,Low,acres,2.8,60293.333333333336,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2042,22800.000000000004,Land,Land Consumed,Low,acres,2.8,63840.00000000001,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2043,24066.66666666667,Land,Land Consumed,Low,acres,2.8,67386.66666666667,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2044,25333.33333333334,Land,Land Consumed,Low,acres,2.8,70933.33333333334,Portfolio - Proportional Buildout 1.31.2024
Solar,PV,Electricity,Megawatts,MW,2045,26600,Land,Land Consumed,Low,acres,2.8,74480,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Consumed,Low,acres,0.05464,806.5904761904762,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Consumed,Low,acres,0.05464,1613.1809523809525,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Consumed,Low,acres,0.05464,2419.7714285714283,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Consumed,Low,acres,0.05464,3226.361904761905,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Consumed,Low,acres,0.05464,4032.9523809523807,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Consumed,Low,acres,0.05464,4839.5428571428565,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Consumed,Low,acres,0.05464,5646.133333333333,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Consumed,Low,acres,0.05464,6452.72380952381,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Consumed,Low,acres,0.05464,7259.314285714285,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Consumed,Low,acres,0.05464,8065.9047619047615,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Consumed,Low,acres,0.05464,8872.495238095238,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Consumed,Low,acres,0.05464,9679.085714285713,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Consumed,Low,acres,0.05464,10485.67619047619,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Consumed,Low,acres,0.05464,11292.266666666666,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Consumed,Low,acres,0.05464,12098.857142857143,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Consumed,Low,acres,0.05464,12905.44761904762,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Consumed,Low,acres,0.05464,13712.038095238095,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Consumed,Low,acres,0.05464,14518.62857142857,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Consumed,Low,acres,0.05464,15325.219047619044,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Consumed,Low,acres,0.05464,16131.80952380952,Portfolio - Proportional Buildout 1.31.2024
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Consumed,Low,acres,0.05464,16938.4,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2025,26.19047619047619,Land,Land Consumed,Low,acres,0.8,20.952380952380953,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2026,52.38095238095238,Land,Land Consumed,Low,acres,0.8,41.904761904761905,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2027,78.57142857142857,Land,Land Consumed,Low,acres,0.8,62.85714285714286,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2028,104.76190476190476,Land,Land Consumed,Low,acres,0.8,83.80952380952381,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2029,130.95238095238096,Land,Land Consumed,Low,acres,0.8,104.76190476190477,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2030,157.14285714285717,Land,Land Consumed,Low,acres,0.8,125.71428571428574,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2031,183.33333333333337,Land,Land Consumed,Low,acres,0.8,146.6666666666667,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2032,209.52380952380958,Land,Land Consumed,Low,acres,0.8,167.61904761904768,Portfolio - Proportional Buildout 1.31.2024
Wind,Wind turbine,Electricity,Megawatts,MW,2033,235.71428571428578,Land,Land Consumed,Low,acres,0.8,188.57142857142864,Portfolio - Proportional Buildout 1.31.2024
